,index,city,population
880,18069,Lafayette,264357.0
881,18108,Lagos,15487000.0
882,18114,Laguna Hills,31207.0
883,18124,Lahaina,12776.0
884,18128,Lahore,11148000.0
885,18136,Laie,5704.0
886,18165,Lake Bluff,5562.0
887,18168,Lake Charles,156181.0
888,18169,Lake City,26271.0
889,18174,Lake Elsinore,69283.0
890,18176,Lake Forest,85531.0
891,18177,Lake Forest Park,13504.0
892,18182,Lake Jackson,75860.0
893,18186,Lake Mary,17479.0
894,18188,Lake Mills,6897.0
895,18195,Lake Oswego,39822.0
896,18211,Lake Zurich,19877.0
897,18215,Lakeland,302284.0
898,18227,Lakeville,67317.0
899,18229,Lakewood,157935.0
900,18263,Lambertville,9524.0
901,18295,Lancaster,401524.0
902,18342,Langley,117285.0
903,18355,Lanham,11120.0
904,18362,Lansdale,17083.0
905,18363,Lansdowne,12354.0
906,18364,Lansing,324286.0
907,18389,Laplace,29108.0
908,18401,Laramie,33929.0
909,18412,Laredo,262491.0
910,18415,Largo,84948.0
911,18422,Larkspur,12254.0
912,18424,Larnaca,59200.0
913,18433,Las Cruces,136254.0
914,18446,Las Palmas,378675.0
915,18457,Las Vegas,2104198.0
916,18477,Latrobe,7830.0
917,18500,Launceston,106153.0
918,18504,Laurel,43210.0
919,18514,Lausanne,138905.0
920,18542,Lawrence,98648.0
921,18543,Lawrenceburg,13666.0
922,18544,Lawrenceville,30834.0
923,18545,Lawton,93025.0
924,18549,Layton,78014.0
925,18635,Leadville,5554.0
926,18642,Leavenworth,46192.0
927,18643,Leawood,34727.0
928,18646,Lebanon,78302.0
929,18668,Lee's Summit,99357.0
930,18669,Leeds,789194.0
931,18676,Leesburg,154574.0
932,18693,Lehi,69724.0
933,18696,Lehighton,5313.0
934,18703,Leicester,464395.0
935,18706,Leiden,124899.0
936,18736,Lemgo,40696.0
937,18741,Lemont,17291.0
938,18753,Lenexa,55625.0
939,18766,Lennox,21818.0
940,18769,Lenoir,17913.0
941,18771,Lenox,8877.0
942,18787,Leominster,119690.0
943,18798,Leonia,9035.0
944,18856,Lethbridge,92729.0
945,18870,Leuven,100291.0
946,18887,Lewisburg,12368.0
947,18888,Lewiston,58802.0
948,18890,Lewisville,109212.0
949,18892,Lexington,323152.0
950,18893,Lexington Park,11082.0
951,18928,Liberal,19174.0
952,18936,Liberty,32100.0
953,19015,Lima,8992000.0
954,19033,Limerick,58319.0
955,19047,Lincoln,289490.0
956,19059,Linden,42361.0
957,19066,Lindon,11100.0
958,19107,Linthicum,10442.0
959,19138,Lisbon,506654.0
960,19143,Lisle,23270.0
961,19158,Lititz,9465.0
962,19164,Little Chute,12081.0
963,19170,Little Rock,439815.0
964,19173,Littlehampton,58357.0
965,19176,Littleton,48065.0
966,19200,Livermore,90923.0
967,19201,Liverpool,513441.0
968,19203,Livingston,50826.0
969,19207,Livonia,93665.0
970,19220,Ljubljana,286745.0
971,19240,Lloydminster,31410.0
972,19269,Lockport,34561.0
973,19277,Lodi,74773.0
974,19285,Logan,101616.0
975,19325,Lompoc,52020.0
976,19331,London,11120000.0
977,19339,Long Beach,462628.0
978,19366,Longmont,102474.0
979,19384,Longview,100330.0
980,19435,Lorton,20871.0
981,19437,Los Alamos,12666.0
982,19441,Los Altos,30089.0
983,19442,Los Altos Hills,8423.0
984,19445,Los Angeles,12750807.0
985,19454,Los Gatos,30222.0
986,19498,Loughborough,59932.0
987,19502,Louisville,1005654.0
988,19520,Loveland,78877.0
989,19528,Lowell,110997.0
990,19534,Lower Hutt,103400.0
991,19577,Lubbock,267648.0
992,19597,Lucerne,81691.0
993,19690,Luton,213052.0
994,19700,Luxembourg,128512.0
995,19735,Lynchburg,126814.0
996,19737,Lyndhurst,22298.0
997,19738,Lyndon,11423.0
998,19743,Lynnwood,39141.0
999,19745,Lyon,518635.0
1000,19746,Lyons,10372.0
1001,19844,Maassluis,32768.0
1002,19845,Maastricht,121565.0
1003,19895,Machesney Park,22677.0
1004,19903,Mackay,3659.0
1005,19906,Macomb,18006.0
1006,19908,Macon,153159.0
1007,19930,Madera,84086.0
1008,19936,Madison,447245.0
1009,19937,Madison Heights,29886.0
1010,19939,Madisonville,23580.0
1011,19946,Madrid,6006000.0
1012,19992,Magna,26949.0
1013,20033,Mahomet,13094.0
1014,20038,Mahwah,26275.0
1015,20049,Maidenhead,63580.0
1016,20050,Maidstone,107627.0
1017,20060,Maine,5152.0
1018,20067,Mainz,217123.0
1019,20085,Maitland,17652.0
1020,20214,Malmö,269349.0
1021,20219,Malone,14276.0
1022,20229,Malvern,11851.0
1023,20273,Manasquan,5806.0
1024,20274,Manassas,41085.0
1025,20288,Manchester,547627.0
1026,20301,Mandan,22752.0
1027,20346,Manhasset,7985.0
1028,20347,Manhattan,1628706.0
1029,20356,Manila,23971000.0
1030,20365,Manitowoc,44770.0
1031,20371,Mankato,62889.0
1032,20398,Mansfield,77551.0
1033,20450,Maple Grove,72622.0
1034,20453,Maple Shade,18642.0
1035,20456,Maplewood,40885.0
1036,20462,Maquoketa,6007.0
1037,20586,Marietta,60867.0
1038,20604,Marina,22781.0
1039,20614,Marion,45181.0
1040,20630,Markham,328966.0
1041,20647,Marlborough,39597.0
1042,20651,Marlton,9672.0
1043,20675,Marquette,26491.0
1044,20692,Marseille,868277.0
1045,20695,Marshall,22831.0
1046,20696,Marshalltown,26666.0
1047,20697,Marshfield,25838.0
1048,20716,Martinez,38297.0
1049,20721,Martinsburg,17454.0
1050,20745,Marysville,170009.0
1051,20777,Mascoutah,7994.0
1052,20786,Mashpee,14148.0
1053,20797,Mason,33870.0
1054,20925,Mauldin,133872.0
1055,20929,Maumee,13669.0
1056,20952,Mayagüez,61361.0
1057,21030,McAllen,804114.0
1058,21035,McDonough,26768.0
1059,21044,McKinney,258277.0
1060,21045,McLean,47682.0
1061,21048,McMinnville,42062.0
1062,21054,Mead,7114.0
1063,21060,Meadville,22580.0
1064,21069,Mechanicsburg,8990.0
1065,21071,Mechanicsville,37496.0
1066,21073,Mechelen,86921.0
1067,21090,Medellin,59605.0
1068,21096,Medford,170876.0
1069,21098,Media,5682.0
1070,21103,Medina,1180770.0
1071,21163,Melbourne,4529500.0
1072,21209,Melville,17716.0
1073,21215,Memphis,1066967.0
1074,21219,Menasha,17873.0
1075,21233,Mendota Heights,11343.0
1076,21256,Menlo Park,34698.0
1077,21259,Menomonee Falls,38014.0
1078,21260,Menomonie,18159.0
1079,21265,Mentor,47262.0
1080,21285,Merced,145149.0
1081,21300,Meriden,59395.0
1082,21301,Meridian,114161.0
1083,21316,Merrimack,25987.0
1084,21318,Merritt Island,36532.0
1085,21331,Mesa,518012.0
1086,21350,Metairie,142135.0
1087,21377,Mexico City,21505000.0
1088,21412,Miami,6445545.0
1089,21413,Miami Beach,88885.0
1090,21449,Middleburg,14111.0
1091,21450,Middleburg Heights,15432.0
1092,21454,Middlesbrough,140545.0
1093,21457,Middleton,20034.0
1094,21459,Middletown,97730.0
1095,21461,Midland,154793.0
1096,21463,Midlothian,33532.0
1097,21514,Milan,1366180.0
1098,21522,Milford,54328.0
1099,21534,Mill Valley,14259.0
1100,21542,Milledgeville,31471.0
1101,21555,Millville,27391.0
1102,21559,Milpitas,84196.0
1103,21562,Milton Keynes,207057.0
1104,21565,Milwaukee,1365787.0
1105,21626,Minneapolis,2977172.0
1106,21629,Minnetonka,54064.0
1107,21635,Minot,49425.0
1108,21710,Mishawaka,50363.0
1109,21719,Mission,84331.0
1110,21721,Mission Viejo,590249.0
1111,21722,Mississauga,721599.0
1112,21724,Missoula,92895.0
1113,21735,Mitchell,15679.0
1114,21806,Mobile,315502.0
1115,21823,Modesto,383134.0
1116,21893,Moline,41356.0
1117,21926,Moncton,108620.0
1118,21959,Mono,8609.0
1119,21965,Monroe,112891.0
1120,21967,Monrovia,1021762.0
1121,22104,Monterey,28178.0
1122,22126,Montevideo,1319108.0
1123,22133,Montgomery,254634.0
1124,22135,Montgomeryville,13082.0
1125,22138,Monticello,27665.0
1126,22164,Montpelier,7372.0
1127,22165,Montpellier,290053.0
1128,22171,Montrose,23478.0
1129,22173,Montréal,3519595.0
1130,22176,Montvale,8570.0
1131,22194,Mooresville,39132.0
1132,22195,Moorhead,43652.0
1133,22202,Moose Jaw,33890.0
1134,22241,Morehead,8044.0
1135,22250,Morgan Hill,45952.0
1136,22253,Morgantown,72458.0
1137,22282,Morris,22268.0
1138,22283,Morris Plains,6255.0
1139,22285,Morristown,61171.0
1140,22286,Morrisville,28846.0
1141,22288,Morro Bay,10543.0
1142,22316,Moscow,17693000.0
1143,22388,Mount Gambier,25512.0
1144,22399,Mount Laurel,41422.0
1145,22405,Mount Pleasant,91684.0
1146,22407,Mount Prospect,53719.0
1147,22412,Mount Vernon,71422.0
1148,22421,Mountain View,82739.0
1149,22422,Mountainside,6885.0
1150,22423,Mountlake Terrace,21338.0
1151,22537,Mumbai,22186000.0
1152,22547,Muncie,87879.0
1153,22562,Munich,1488202.0
1154,22589,Murfreesboro,179951.0
1155,22610,Murray,48917.0
1156,22616,Murrieta,496046.0
1157,22628,Muscatine,26168.0
1158,22635,Muskego,25127.0
1159,22636,Muskegon,153565.0
1160,22776,Münster,316403.0
1161,22820,Naas,21393.0
1162,22906,Nairobi,5545000.0
1163,22978,Nampa,184428.0
1164,22989,Nanaimo,90504.0
1165,23032,Nantes,314138.0
1166,23034,Nanticoke,10312.0
1167,23039,Nantucket,11168.0
1168,23055,Napa,85239.0
1169,23058,Naperville,148449.0
1170,23059,Napier,62241.0
1171,23061,Naples,966144.0
1172,23097,Narragansett,15500.0
1173,23114,Nashua,233917.0
1174,23115,Nashville,1081903.0
1175,23118,Nassau,274400.0
1176,23132,Natick,36128.0
1177,23230,Needham,30970.0
1178,23232,Neenah,26300.0
1179,23291,Neptune,27563.0
1180,23292,Neptune Beach,7259.0
1181,23392,Nevada,8699.0
1182,23404,New Albany,36843.0
1183,23407,New Bedford,149910.0
1184,23408,New Berlin,39691.0
1185,23409,New Bern,51308.0
1186,23411,New Braunfels,90209.0
1187,23414,New Britain,72495.0
1188,23415,New Brunswick,55676.0
1189,23421,New Castle,38930.0
1190,23422,New City,35101.0
1191,23434,New Haven,564830.0
1192,23437,New Hope,20907.0
1193,23441,New Kensington,12292.0
1194,23443,New Lenox,26926.0
1195,23444,New London,26858.0
1196,23450,New Orleans,1020886.0
1197,23451,New Paltz,14162.0
1198,23454,New Plymouth,53988.0
1199,23467,New Tecumseth,41439.0
1200,23468,New Ulm,13212.0
1201,23473,New York,18713220.0
1202,23474,Newark,282011.0
1203,23476,Newberg,29225.0
1204,23480,Newburgh,30905.0
1205,23481,Newbury,41075.0
1206,23482,Newburyport,18289.0
1207,23483,Newcastle,300196.0
1208,23492,Newnan,41581.0
1209,23493,Newport,145700.0
1210,23494,Newport Beach,84534.0
1211,23496,Newport News,179225.0
1212,23498,Newton,88414.0
1213,23502,Newtown,27822.0
1214,23521,Niagara Falls,308596.0
1215,23537,Nicosia,330000.0
1216,23587,Nijmegen,177659.0
1217,23602,Niles,28938.0
1218,23641,Niskayuna,22267.0
1219,23690,Noble,7053.0
1220,23691,Noblesville,64668.0
1221,23721,Nola,34467.0
1222,23732,None,8015.0
1223,23751,Noordwijk,42859.0
1224,23761,Norcross,16592.0
1225,23778,Norfolk,242742.0
1226,23780,Normal,54469.0
1227,23781,Norman,124880.0
1228,23786,Norristown,34341.0
1229,23791,North Adams,17153.0
1230,23793,North Andover,30842.0
1231,23801,North Bay,51553.0
1232,23807,North Bergen,61619.0
1233,23816,North Charleston,115382.0
1234,23817,North Chicago,29615.0
1235,23828,North East,6264.0
1236,23841,North Haven,23722.0
1237,23842,North Hempstead,230531.0
1238,23862,North Mankato,13948.0
1239,23865,North Miami,62822.0
1240,23877,North Plainfield,21289.0
1241,23878,North Platte,24098.0
1242,23879,North Port,209070.0
1243,23882,North Reading,15581.0
1244,23918,Northampton,212100.0
1245,23921,Northbrook,32958.0
1246,23927,Northfield,22325.0
1247,23930,Northlake,12161.0
1248,23935,Northville,5958.0
1249,23940,Norton Shores,24664.0
1250,23942,Norwalk,103949.0
1251,23944,Norwich,200289.0
1252,23967,Nottingham,289301.0
1253,24033,Novato,55516.0
1254,24048,Novi,60896.0
1255,24183,Nuremberg,515543.0
1256,24199,Nyack,7156.0
1257,24302,O'Fallon,88673.0
1258,24306,Oak Brook,8016.0
1259,24316,Oak Park,52381.0
1260,24319,Oak Ridge,29156.0
1261,24320,Oakbrook,9023.0
1262,24324,Oakland,433031.0
1263,24330,Oakville,193832.0
1264,24411,Ocean,26709.0
1265,24418,Ocean Springs,17862.0
1266,24422,Oceanside,175742.0
1267,24434,Oconomowoc,16981.0
1268,24498,Ogden,578523.0
1269,24542,Okinawa,142094.0
1270,24544,Oklahoma City,972943.0
1271,24555,Olathe,140545.0
1272,24583,Olean,20755.0
1273,24634,Olney,35191.0
1274,24651,Olympia,200915.0
1275,24659,Omaha,847819.0
1276,24709,Ontario,185010.0
1277,24723,Opelika,30908.0
1278,24751,Orange,138669.0
1279,24756,Orange Park,8824.0
1280,24760,Orangevale,34824.0
1281,24785,Oregon,20055.0
1282,24786,Oregon City,37339.0
1283,24790,Orem,97828.0
1284,24798,Orillia,31166.0
1285,24814,Orlando,1822394.0
1286,24823,Orléans,116238.0
1287,24826,Ormond Beach,43759.0
1288,24837,Orono,10776.0
1289,24878,Osceola,7085.0
1290,24888,Oshkosh,75536.0
1291,24895,Oslo,693494.0
1292,24945,Oswego,37420.0
1293,24973,Ottawa,989567.0
1294,25106,Overland Park,195494.0
1295,25119,Owen Sound,31820.0
1296,25120,Owensboro,74068.0
1297,25122,Owings Mills,35081.0
1298,25128,Oxford,152000.0
1299,25130,Oxnard,387647.0
1300,25181,Pacifica,38546.0
1301,25207,Paducah,48481.0
1302,25281,Palatine,67482.0
1303,25292,Palermo,800000.0
1304,25309,Palm Beach,8816.0
1305,25312,Palm Coast,417007.0
1306,25316,Palm Springs,48518.0
1307,25333,Palmdale,155079.0
1308,25359,Palmyra,7589.0
1309,25363,Palo Alto,65364.0
1310,25479,Paragould,28986.0
1311,25494,Paramus,26264.0
1312,25545,Paris,11027000.0
1313,25546,Park City,15061.0
1314,25552,Parker,57706.0
1315,25564,Parma,195687.0
1316,25578,Parry Sound,6408.0
1317,25594,Pasadena,151227.0
1318,25598,Pascagoula,48869.0
1319,25600,Pasco,75432.0
1320,25615,Passaic,69703.0
1321,25616,Passau,52469.0
1322,25637,Patchogue,12321.0
1323,25643,Paterson,145233.0
1324,25728,Peabody,53070.0
1325,25729,Peace River,6842.0
1326,25736,Pearl City,45605.0
1327,25826,Pelham,23911.0
1328,25843,Pembroke,18380.0
1329,25858,Pendleton,17398.0
1330,25880,Pensacola,346921.0
1331,25883,Penticton,33761.0
1332,25894,Peoria,256286.0
1333,25948,Perrysburg,21626.0
1334,25953,Perth,2039200.0
1335,25987,Petaluma,66929.0
1336,25992,Peterborough,194000.0
1337,26003,Petoskey,8334.0
1338,26094,Philadelphia,5649300.0
1339,26104,Phnom Penh,2129371.0
1340,26105,Phoenix,4219697.0
1341,26106,Phoenixville,16968.0
1342,26249,Pinehurst,45935.0
1343,26289,Pinole,19250.0
1344,26364,Piscataway,56884.0
1345,26392,Pittsburg,72588.0
1346,26393,Pittsburgh,1703266.0
1347,26394,Pittsfield,55697.0
1348,26425,Plainfield,50317.0
1349,26444,Plano,287677.0
1350,26445,Plant City,39744.0
1351,26446,Plantation,94580.0
1352,26455,Platte City,9462.0
1353,26457,Platteville,12100.0
1354,26459,Plattsburgh,28740.0
1355,26470,Pleasant Grove,38258.0
1356,26471,Pleasant Hill,34839.0
1357,26476,Pleasanton,81777.0
1358,26521,Plymouth,267918.0
1359,26522,Plymouth Meeting,6947.0
1360,26533,Pocatello,72878.0
1361,26626,Pollock Pines,7156.0
1362,26653,Pomfret,14056.0
1363,26657,Pomona,151691.0
1364,26659,Pompano Beach,112118.0
1365,26733,Poole,144800.0
1366,26734,Pooler,25694.0
1367,26784,Port Chester,29163.0
1368,26787,Port Coquitlam,58612.0
1369,26815,Port Orchard,14597.0
1370,26827,Port Washington,15808.0
1371,26840,Portage,49445.0
1372,26858,Portland,2074775.0
1373,26895,Portsmouth,248440.0
1374,26903,Posen,5865.0
1375,26924,Potomac,45940.0
1376,26928,Potsdam,182112.0
1377,26931,Pottstown,108758.0
1378,26934,Poughkeepsie,394760.0
1379,26935,Poulsbo,11168.0
1380,27039,Prescott,44299.0
1381,27060,Preston,141801.0
1382,27094,Prince George,74003.0
1383,27099,Princeton,32299.0
1384,27103,Prineville,12650.0
1385,27134,Prospect Park,6492.0
1386,27141,Providence,1203230.0
1387,27145,Provo,500617.0
1388,27190,Pueblo,143932.0
1389,27278,Pulaski,15407.0
1390,27287,Pullman,34506.0
1391,27358,Puyallup,42361.0
1392,27593,Quakertown,8784.0
1393,27618,Quebec City,705103.0
1394,27621,Queen Creek,50890.0
1395,27622,Queens,2230722.0
1396,27623,Queensbury,27456.0
1397,27669,Quincy,94470.0
1398,27691,Quito,2011388.0
1399,27737,Racine,130142.0
1400,27752,Radnor,31820.0
1401,27805,Raleigh,1038738.0
1402,27842,Rancho Cucamonga,177603.0
1403,27847,Rancho Santa Margarita,47896.0
1404,27873,Rapid City,92664.0
1405,27880,Raritan,22129.0
1406,27934,Raymond,10428.0
1407,27939,Raynham,14196.0
1408,27955,Reading,267155.0
1409,27974,Red Bank,11966.0
1410,27978,Red Deer,100418.0
1411,27980,Red Hook,11154.0
1412,27989,Redding,121313.0
1413,27995,Redlands,71513.0
1414,27997,Redmond,71929.0
1415,28006,Redwood City,85925.0
1416,28015,Regensburg,152610.0
1417,28027,Regina,215106.0
1418,28042,Reidsville,13987.0
1419,28045,Reims,182211.0
1420,28082,Reno,445020.0
1421,28088,Renton,101751.0
1422,28111,Reston,61147.0
1423,28127,Rexburg,30979.0
1424,28131,Reynoldsburg,38327.0
1425,28208,Richardson,121323.0
1426,28211,Richfield,36354.0
1427,28212,Richland,58225.0
1428,28215,Richmond,1075798.0
1429,28227,Ridgecrest,32684.0
1430,28228,Ridgefield,25042.0
1431,28229,Ridgefield Park,12901.0
1432,28251,Riga,614618.0
1433,28274,Ringwood,12198.0
1434,28308,Rio Rancho,99178.0
1435,28323,Rio de Janeiro,12486000.0
1436,28348,Ripon,16386.0
1437,28371,River Grove,9883.0
1438,28379,Riverdale,15594.0
1439,28383,Riverside,2107852.0
1440,28385,Riverview,95338.0
1441,28404,Roanoke,214674.0
1442,28449,Rochester,703952.0
1443,28450,Rochester Hills,74516.0
1444,28453,Rock Hill,119105.0
1445,28454,Rock Island,37176.0
1446,28455,Rock Springs,25913.0
1447,28460,Rockford,282762.0
1448,28463,Rockland,17953.0
1449,28467,Rockport,19743.0
1450,28469,Rockville,68079.0
1451,28470,Rockville Centre,24550.0
1452,28473,Rocky Hill,20168.0
1453,28508,Rogers,68669.0
1454,28514,Rohnert Park,43291.0
1455,28530,Rolla,21059.0
1456,28534,Rolling Meadows,23532.0
1457,28547,Rome,2872800.0
1458,28549,Romeoville,39746.0
1459,28575,Ronkonkoma,18309.0
1460,28613,Roselle,22463.0
1461,28617,Rosemont,23602.0
1462,28618,Rosemount,25207.0
1463,28626,Roseville,141500.0
1464,28657,Roswell,94763.0
1465,28682,Rotterdam,631155.0
1466,28692,Round Rock,133372.0
1467,28718,Roxboro,9599.0
1468,28777,Rugby,70627.0
1469,28812,Rupert,6733.0
1470,28841,Rutland,18131.0
1471,28859,Rye Brook,9521.0
1472,28979,Saarbrücken,179349.0
1473,29034,Sacramento,1898019.0
1474,29041,Saddle Brook,13845.0
1475,29047,Safford,19987.0
1476,29065,Saginaw,117958.0
1477,29106,Saint Petersburg,5384342.0
1478,29394,Salamanca,327169.0
1479,29415,Salem,693236.0
1480,29437,Salina,46550.0
1481,29439,Salinas,190972.0
1482,29442,Saline,9343.0
1483,29444,Salisbury,106447.0
1484,29452,Salmon Arm,17706.0
1485,29466,Salt Lake City,1098526.0
1486,29491,Salzburg,155021.0
1487,29579,San Angelo,101004.0
1488,29584,San Antonio,2049293.0
1489,29605,San Bernardino,215784.0
1490,29613,San Bruno,42807.0
1491,29616,San Carlos,132650.0
1492,29630,San Clemente,64558.0
1493,29641,San Diego,3220118.0
1494,29674,San Francisco,3592294.0
1495,29736,San Jose,1798103.0
1496,29759,San Juan,471389.0
1497,29808,San Luis Obispo,62290.0
1498,29821,San Marcos,96664.0
1499,29823,San Marino,13048.0
1500,29839,San Mateo,273306.0
1501,29914,San Rafael,107997.0
1502,29920,San Ramon,75995.0
1503,30001,Sandpoint,13145.0
1504,30009,Sandy,96380.0
1505,30010,Sandy Springs,109452.0
1506,30012,Sanford,61448.0
1507,30086,Santa Ana,332318.0
1508,30093,Santa Barbara,202401.0
1509,30109,Santa Clara,247436.0
1510,30112,Santa Clarita,312446.0
1511,30120,Santa Cruz,3151676.0
1512,30148,Santa Fe,405683.0
1513,30235,Santa Monica,90401.0
1514,30247,Santa Rosa,414812.0
1515,30295,Santee,58081.0
1516,30300,Santiago,7026000.0
1517,30411,Sapporo,1961690.0
1518,30425,Saranac Lake,7404.0
1519,30439,Sarasota,722243.0
1520,30442,Saratoga,30153.0
1521,30443,Saratoga Springs,68028.0
1522,30502,Saskatoon,246376.0
1523,30549,Sault Ste. Marie,73368.0
1524,30554,Sausalito,7068.0
1525,30565,Savannah,276295.0
1526,30625,Schaan,5998.0
1527,30633,Schaumburg,72887.0
1528,30639,Schenectady,65273.0
1529,30785,Scotts Valley,11757.0
1530,30786,Scottsbluff,25114.0
1531,30789,Scottsdale,258069.0
1532,30790,Scranton,384250.0
1533,30795,SeaTac,29044.0
1534,30797,Seabrook,18616.0
1535,30807,Seattle,3789215.0
1536,30811,Sebastopol,7674.0
1537,30821,Secaucus,21893.0
1538,30844,Seekonk,15441.0
1539,30940,Seneca,27439.0
1540,31081,Seven Hills,11590.0
1541,31111,Seymour,23598.0
1542,31147,Shaker Heights,27027.0
1543,31152,Shakopee,41570.0
1544,31170,Shanghai,22118000.0
1545,31211,Sharon,18526.0
1546,31225,Shawnee,65807.0
1547,31240,Sheboygan,69393.0
1548,31245,Sheffield,518090.0
1549,31249,Shelby,26973.0
1550,31253,Shelton,41129.0
1551,31280,Sherbrooke,161323.0
1552,31283,Sherman,70704.0
1553,31401,Shoreline,57027.0
1554,31403,Shorewood,17509.0
1555,31411,Shreveport,280062.0
1556,31412,Shrewsbury,71715.0
1557,31556,Sidney,21148.0
1558,31574,Sierra Vista,51731.0
1559,31627,Siloam Springs,21975.0
1560,31641,Silver Spring,81773.0
1561,31644,Silverdale,21677.0
1562,31646,Silverton,11068.0
1563,31665,Simi Valley,126589.0
1564,31678,Simsbury,24799.0
1565,31695,Singapore,5271000.0
1566,31702,Singleton,5000.0
1567,31726,Sint-Niklaas,76756.0
1568,31740,Sioux Falls,187239.0
1569,31823,Skokie,62700.0
1570,31829,Skowhegan,8260.0
1571,31853,Sliedrecht,25026.0
1572,31855,Sligo,19199.0
1573,31866,Slough,119070.0
1574,31884,Smithers,5351.0
1575,31888,Smiths Station,5391.0
1576,31895,Smyrna,56666.0
1577,31905,Snohomish,10154.0
1578,31906,Snoqualmie,26289.0
1579,31939,Sofia,1277411.0
1580,32002,Solon,22779.0
1581,32006,Solothurn,16777.0
1582,32035,Somers Point,10174.0
1583,32036,Somerset,30053.0
1584,32039,Somerville,81360.0
1585,32068,Sonoma,33831.0
1586,32140,Souderton,7082.0
1587,32167,South Bend,280498.0
1588,32174,South Burlington,19509.0
1589,32180,South Elgin,24755.0
1590,32190,South Hadley,17703.0
1591,32203,South Jordan,76598.0
1592,32206,South Lake Tahoe,30188.0
1593,32216,South Molton,5108.0
1594,32229,South Portland,25532.0
1595,32234,South San Francisco,67789.0
1596,32239,South Sioux City,12809.0
1597,32257,Southampton,271173.0
1598,32269,Southfield,72689.0
1599,32271,Southington,43781.0
1600,32306,Sparks,105006.0
1601,32307,Sparta,18720.0
1602,32308,Spartanburg,182701.0
1603,32341,Spokane,412275.0
1604,32350,Spring,60976.0
1605,32362,Springdale,81125.0
1606,32365,Springfield,623401.0
1607,32401,St. Catharines,309319.0
1608,32402,St. Charles,71028.0
1609,32407,St. Cloud,115028.0
1610,32410,St. George,120899.0
1611,32415,St. John's,108860.0
1612,32416,St. Johns,8510.0
1613,32418,St. Joseph,79161.0
1614,32419,St. Louis,2024074.0
1615,32420,St. Louis Park,48662.0
1616,32423,St. Marys,37556.0
1617,32426,St. Paul,308096.0
1618,32431,St. Petersburg,265351.0
1619,32436,St. Thomas,61707.0
1620,32448,Stafford,70592.0
1621,32457,Stamford,129638.0
1622,32460,Stanford,16326.0
1623,32469,Stanwood,7354.0
1624,32489,Starkville,32546.0
1625,32511,State College,87723.0
1626,32512,Staten Island,476143.0
1627,32513,Statesboro,42102.0
1628,32519,Staunton,59433.0
1629,32529,Steamboat Springs,14087.0
1630,32542,Steinbach,15829.0
1631,32564,Sterling,30271.0
1632,32565,Sterling Heights,132438.0
1633,32569,Stevenage,89663.0
1634,32570,Stevens Point,42837.0
1635,32581,Stillwater,50299.0
1636,32590,Stockholm,975819.0
1637,32593,Stockton,397264.0
1638,32605,Stone Mountain,6281.0
1639,32625,Storrs,16352.0
1640,32627,Stoughton,28639.0
1641,32631,Stowe,6197.0
1642,32646,Stratford,52120.0
1643,32649,Stratham,7427.0
1644,32662,Streamwood,39228.0
1645,32679,Stroudsburg,5558.0
1646,32700,Sturbridge,9539.0
1647,32704,Sturtevant,6652.0
1648,32705,Stuttgart,630305.0
1649,32731,Sudbury,88054.0
1650,32744,Suffolk,92108.0
1651,32761,Suitland,24522.0
1652,32809,Summit,21897.0
1653,32815,Sumter,71518.0
1654,32822,Sun Prairie,34661.0
1655,32823,Sun Valley,21159.0
1656,32847,Sunnyvale,152703.0
1657,32848,Sunrise,95166.0
1658,32863,Superior,25977.0
1659,32887,Surrey,517887.0
1660,32901,Sussex,10981.0
1661,32915,Suwanee,20907.0
1662,32966,Swampscott,15002.0
1663,32969,Swansea,16567.0
1664,32982,Swindon,222193.0
1665,32991,Sydney,4840600.0
1666,33003,Syracuse,404223.0
1667,33366,Tacoma,217827.0
1668,33497,Takoma Park,17725.0
1669,33548,Tallahassee,257601.0
1670,33550,Tallinn,438341.0
1671,33552,Tallmadge,17519.0
1672,33607,Tampa,2908063.0
1673,33779,Tarrytown,11370.0
1674,33835,Taunton,60479.0
1675,33870,Taylorsville,59805.0
1676,33937,Tehachapi,14928.0
1677,33964,Telford,142723.0
1678,33984,Temecula,114761.0
1679,33992,Tempe,195805.0
1680,34064,Teramo,54338.0
1681,34105,Terre Haute,92490.0
1682,34107,Terrell,18869.0
1683,34141,Tewksbury,31098.0
1684,34142,Texarkana,77964.0
1685,34199,The Dalles,20442.0
1686,34200,The Hague,537833.0
1687,34209,The Woodlands,113819.0
1688,34251,Thornton,141464.0
1689,34256,Thousand Oaks,215029.0
1690,34260,Three Rivers,10560.0
1691,34267,Thunder Bay,107909.0
1692,34332,Tifton,24466.0
1693,34334,Tigard,55514.0
1694,34361,Timaru,27501.0
1695,34405,Tinley Park,55773.0
1696,34411,Tinton Falls,17451.0
1697,34463,Titusville,57891.0
1698,34567,Tokyo,39105000.0
1699,34571,Toledo,482111.0
1700,34652,Topeka,147458.0
1701,34688,Toronto,5429524.0
1702,34693,Torquay,13258.0
1703,34694,Torrance,143592.0
1704,34727,Torrington,40003.0
1705,34774,Toulouse,486828.0
1706,34798,Townsville,178649.0
1707,34799,Towson,57817.0
1708,34817,Tracy,100049.0
1709,34849,Traverse City,50522.0
1710,34885,Trenton,290716.0
1711,34908,Triangle,8972.0
1712,34929,Trinidad,101454.0
1713,34958,Trondheim,183378.0
1714,34971,Troy,84092.0
